Date,Source,Action,BTC_Amount,USD_Amount,Fees
2025-12-24 13:00:00+00:00,Strike,BUY,0.00109633,100.00,0.00
2025-12-25 13:03:00+00:00,Strike,BUY,0.00020969,20.00,0.00
2025-12-26 13:01:00+00:00,Strike,BUY,0.00031067,30.00,0.00
2025-12-28 13:00:00+00:00,Strike,BUY,0.00052419,50.00,0.00
2025-12-30 13:05:00+00:00,Strike,BUY,0.00052356,50.00,0.00
2025-12-31 13:04:00+00:00,Strike,BUY,0.00107636,100.00,0.00
2026-01-01 13:01:00+00:00,Strike,BUY,0.00027144,25.00,0.00
2026-01-02 13:04:00+00:00,Strike,BUY,0.00030419,30.00,0.00
2026-01-04 13:04:00+00:00,Strike,BUY,0.00030825,30.00,0.00
2026-01-05 13:05:00+00:00,Strike,BUY,0.00020304,20.00,0.00
2026-01-06 13:03:00+00:00,Strike,BUY,0.00021382,20.00,0.00
2026-01-07 13:01:00+00:00,Strike,BUY,0.00106816,100.00,0.00
2026-01-08 13:05:00+00:00,Strike,BUY,0.00031153,30.00,0.00
2026-01-09 13:05:00+00:00,Strike,BUY,0.00053008,50.00,0.00
2026-01-10 13:02:00+00:00,Strike,BUY,0.00104234,100.00,0.00
2026-01-11 13:05:00+00:00,Strike,BUY,0.00020583,20.00,0.00
2026-01-12 13:05:00+00:00,Strike,BUY,0.00030394,30.00,0.00
2026-01-13 13:04:00+00:00,Strike,BUY,0.00021121,20.00,0.00
2026-01-14 13:00:00+00:00,Strike,BUY,0.00103558,100.00,0.00
2026-01-15 13:05:00+00:00,Strike,BUY,0.00029574,30.00,0.00
2026-01-16 13:03:00+00:00,Strike,BUY,0.00024825,25.00,0.00
2026-01-17 13:03:00+00:00,Strike,BUY,0.00029686,30.00,0.00
2026-01-18 13:04:00+00:00,Strike,BUY,0.00052394,50.00,0.00
2026-01-19 13:02:00+00:00,Strike,BUY,0.00102087,100.00,0.00
2026-01-21 13:00:00+00:00,Strike,BUY,0.00020105,20.00,0.00
2026-01-23 13:03:00+00:00,Strike,BUY,0.00025472,25.00,0.00
2026-01-24 13:05:00+00:00,Strike,BUY,0.00031015,30.00,0.00
2026-01-25 13:02:00+00:00,Strike,BUY,0.00019532,20.00,0.00
2026-01-26 13:02:00+00:00,Strike,BUY,0.00101916,100.00,0.00
2026-01-28 13:05:00+00:00,Strike,BUY,0.00024359,25.00,0.00
2026-01-30 13:00:00+00:00,Strike,BUY,0.00024402,25.00,0.00
2026-01-31 13:03:00+00:00,Strike,BUY,0.00019472,20.00,0.00
2026-01-31 16:52:00+00:00,Strike,BUY,0.00486639,500.00,0.00
2026-02-01 13:03:00+00:00,Strike,BUY,0.00099529,100.00,0.00
2026-02-03 13:00:00+00:00,Strike,BUY,0.00019636,20.00,0.00
2026-02-04 13:01:00+00:00,Strike,BUY,0.00048337,50.00,0.00
2026-02-05 13:01:00+00:00,Strike,BUY,0.00099965,100.00,0.00
2026-02-08 13:05:00+00:00,Strike,BUY,0.00024520,25.00,0.00
2026-02-10 13:01:00+00:00,Strike,BUY,0.00019740,20.00,0.00
2026-02-12 13:02:00+00:00,Strike,BUY,0.00051615,50.00,0.00
2026-02-15 13:04:00+00:00,Strike,BUY,0.00030506,30.00,0.00
2026-02-16 13:05:00+00:00,Strike,BUY,0.00030163,30.00,0.00
2026-02-17 13:01:00+00:00,Strike,BUY,0.00098619,100.00,0.00
2026-02-18 13:01:00+00:00,Strike,BUY,0.00049602,50.00,0.00
2026-02-19 13:05:00+00:00,Strike,BUY,0.00050192,50.00,0.00
2026-02-20 13:00:00+00:00,Strike,BUY,0.00031212,30.00,0.00
2026-02-22 13:02:00+00:00,Strike,BUY,0.00050499,50.00,0.00
2026-02-23 13:00:00+00:00,Strike,BUY,0.00020116,20.00,0.00
2026-02-25 13:03:00+00:00,Strike,BUY,0.00049800,50.00,0.00
2026-02-26 13:03:00+00:00,Strike,BUY,0.00050025,50.00,0.00
2026-02-28 13:02:00+00:00,Strike,BUY,0.00020928,20.00,0.00
2026-03-01 13:01:00+00:00,Strike,BUY,0.00024808,25.00,0.00
2026-03-02 13:05:00+00:00,Strike,BUY,0.00101101,100.00,0.00
2026-03-04 13:01:00+00:00,Strike,BUY,0.00020384,20.00,0.00
2026-03-05 13:00:00+00:00,Strike,BUY,0.00049170,50.00,0.00
2026-03-07 13:01:00+00:00,Strike,BUY,0.00020209,20.00,0.00
2026-03-07 15:44:00+00:00,Strike,BUY,0.00505130,500.00,0.00
2026-03-09 13:05:00+00:00,Strike,BUY,0.00030548,30.00,0.00
2026-03-11 13:00:00+00:00,Strike,BUY,0.00020602,20.00,0.00
2026-03-12 13:04:00+00:00,Strike,BUY,0.00019717,20.00,0.00
2026-03-13 13:05:00+00:00,Strike,BUY,0.00019617,20.00,0.00
2026-03-14 13:00:00+00:00,Strike,BUY,0.00050332,50.00,0.00
2026-03-16 13:04:00+00:00,Strike,BUY,0.00099575,100.00,0.00
2026-03-17 13:04:00+00:00,Strike,BUY,0.00020326,20.00,0.00
2026-03-18 13:01:00+00:00,Strike,BUY,0.00019834,20.00,0.00
2026-03-19 13:01:00+00:00,Strike,BUY,0.00024184,25.00,0.00
2026-03-20 13:04:00+00:00,Strike,BUY,0.00096126,100.00,0.00
2026-03-21 13:02:00+00:00,Strike,BUY,0.00023911,25.00,0.00
2026-03-22 13:02:00+00:00,Strike,BUY,0.00019997,20.00,0.00
2026-03-25 13:00:00+00:00,Strike,BUY,0.00048297,50.00,0.00
2026-03-26 13:02:00+00:00,Strike,BUY,0.00029111,30.00,0.00
2026-03-27 13:00:00+00:00,Strike,BUY,0.00029752,30.00,0.00
2026-03-28 13:02:00+00:00,Strike,BUY,0.00094459,100.00,0.00
2026-03-29 13:04:00+00:00,Strike,BUY,0.00048305,50.00,0.00
2026-03-30 13:05:00+00:00,Strike,BUY,0.00049200,50.00,0.00
2026-03-31 13:00:00+00:00,Strike,BUY,0.00047481,50.00,0.00
2026-03-31 18:22:00+00:00,Strike,BUY,0.01898435,2000.00,0.00
2026-04-01 13:00:00+00:00,Strike,BUY,0.00028624,30.00,0.00
2026-04-01 19:24:00+00:00,Strike,BUY,0.01907904,2000.00,0.00
2026-04-02 13:00:00+00:00,Strike,BUY,0.00024785,25.00,0.00
2026-04-03 13:03:00+00:00,Strike,BUY,0.00019894,20.00,0.00
2026-04-06 13:03:00+00:00,Strike,BUY,0.00098216,100.00,0.00
2026-04-07 13:05:00+00:00,Strike,BUY,0.00018913,20.00,0.00
2026-04-08 13:05:00+00:00,Strike,BUY,0.00047897,50.00,0.00
2026-04-09 13:03:00+00:00,Strike,BUY,0.00093763,100.00,0.00
2026-04-10 13:02:00+00:00,Strike,BUY,0.00029510,30.00,0.00
2026-04-11 13:05:00+00:00,Strike,BUY,0.00028048,30.00,0.00
2026-04-12 13:00:00+00:00,Strike,BUY,0.00023602,25.00,0.00
2026-04-13 13:00:00+00:00,Strike,BUY,0.00023997,25.00,0.00
2026-04-14 13:02:00+00:00,Strike,BUY,0.00049037,50.00,0.00
2026-04-15 13:01:00+00:00,Strike,BUY,0.00049479,50.00,0.00
2026-04-16 13:00:00+00:00,Strike,BUY,0.00019157,20.00,0.00
2026-04-17 13:05:00+00:00,Strike,BUY,0.00097853,100.00,0.00
2026-04-18 13:02:00+00:00,Strike,BUY,0.00024219,25.00,0.00
2026-04-19 13:02:00+00:00,Strike,BUY,0.00046287,50.00,0.00
2026-04-20 13:02:00+00:00,Strike,BUY,0.00023312,25.00,0.00
2026-04-21 13:03:00+00:00,Strike,BUY,0.00046746,50.00,0.00
2026-04-22 13:03:00+00:00,Strike,BUY,0.00018467,20.00,0.00
2026-04-23 20:49:00+00:00,Strike,BUY,0.00481722,500.00,0.00
2026-04-25 13:05:00+00:00,Strike,BUY,0.00096958,100.00,0.00
2026-04-26 13:00:00+00:00,Strike,BUY,0.00018634,20.00,0.00
2026-04-28 13:00:00+00:00,Strike,BUY,0.00027668,30.00,0.00
2026-04-29 13:00:00+00:00,Strike,BUY,0.00023914,25.00,0.00
2026-04-30 13:05:00+00:00,Strike,BUY,0.00048674,50.00,0.00
2026-05-01 13:03:00+00:00,Strike,BUY,0.00023315,25.00,0.00
2026-05-02 13:02:00+00:00,Strike,BUY,0.00028252,30.00,0.00
2026-05-04 13:05:00+00:00,Strike,BUY,0.00029346,30.00,0.00
2026-05-05 13:03:00+00:00,Strike,BUY,0.00019465,20.00,0.00
2026-05-06 13:03:00+00:00,Strike,BUY,0.00024286,25.00,0.00
2026-05-07 13:01:00+00:00,Strike,BUY,0.00094308,100.00,0.00
2026-05-08 13:00:00+00:00,Strike,BUY,0.00048130,50.00,0.00
2026-05-09 13:04:00+00:00,Strike,BUY,0.00046703,50.00,0.00
2026-05-10 13:02:00+00:00,Strike,BUY,0.00046530,50.00,0.00
2026-05-13 13:03:00+00:00,Strike,BUY,0.00048266,50.00,0.00
2026-05-14 13:01:00+00:00,Strike,BUY,0.00023119,25.00,0.00
